,answerKey,question,choices
3464,B,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['undestroyable', 'unbreakable', 'indestructible', 'durable',
       'invisible'], dtype=object)}"
3465,A,"In the battle they would fight enemy, their only goal was ultimate what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['victory', 'get hurt', 'be killed', 'death', 'dying'], dtype=object)}"
3466,C,If you're caught buying beer for children what will happen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['problems', 'losing money', 'get arrested', 'fighting',
       'relaxation'], dtype=object)}"
3467,A,What task can a lawyer plan for to engage a witness who has been difficult to find?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['come early', 'state case', 'nullified', 'clear of all charges',
       'produce evidence'], dtype=object)}"
3468,E,Where would a woman keep a dollar bill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wallet', 'pocket', 'mailbox', 'buy coke', 'purse'], dtype=object)}"
3469,C,"If someone is a mechanic, what are likely issues they will be asked to fix?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['machine tool', 'oil squeaky joints', 'oil engine',
       'machine parts', 'servicing airplane'], dtype=object)}"
3470,D,What could cause you to stop before running twenty six miles?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweat', 'drink water', 'choke', 'collapse', 'breath'],
      dtype=object)}"
3471,A,"Joe and Jim were running errands together.  They had a lot to do and very little time to do it, so they experienced a lot of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stress', 'aggravation', 'efficiency', 'tiredness', 'net gain'],
      dtype=object)}"
3472,E,"John can't find any legal alternatives to what he's looking for.  It's very illegal, exacerbated by the fact that he's too young to travel out of the country to get it.  Where will he have to get it from?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rules', 'white market', 'banned', 'underage', 'black market'],
      dtype=object)}"
3473,B,What does going jogging help prevent?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['language barrier', 'heart attacks', 'heart rate increases',
       'feel pride', 'sweating'], dtype=object)}"
3474,A,Thick molasses isn't what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['free flowing', 'sweet', 'unacquainted', 'sparse', 'slender'],
      dtype=object)}"
3475,A,Putting on a professional stage play requires what kind of effort?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['serious', 'having fun', 'laugh', 'musical', 'doing nothing'],
      dtype=object)}"
3476,E,What specific area is known for it's bay?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lake', 'shoreline', 'beach', 'coastal area', 'manhattan'],
      dtype=object)}"
3477,C,"The turkey needed to be cooked, what can be used for this situation?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sink', 'refrigerator', 'oven', 'fridge', 'bought at store'],
      dtype=object)}"
3478,D,If you were looking for a lemur where would you find it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['russia', 'at home', 'hole', 'field', 'heaven'], dtype=object)}"
3479,D,"When you are expressing yourself by yelling after getting a bruise, what are you feeling?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['self pity', 'communication', 'understood', 'pain',
       'embarrassment'], dtype=object)}"
3480,E,What can he do to eliminate his ignorance?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['find information', 'judge', 'do some research', 'find truth',
       'learn new'], dtype=object)}"
3481,E,Where will you find wheat planted?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bread', 'countryside', 'the forest', 'mill', ""farmer's field""],
      dtype=object)}"
3482,D,"People are helping others while expecting nothing in return, how are they behaving?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deceptive', 'cruel', 'naive', 'altruistic', 'weird'], dtype=object)}"
3483,D,A hinged door is not always found in which room of the house?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jamb', 'own house', 'building', 'kitchen', 'washing machine'],
      dtype=object)}"
3484,C,"The steakhouse was conveniently located near the largest cattle ranch in America, where was it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['building', 'michigan', 'florida', 'maine', 'utah'], dtype=object)}"
3485,E,Where can a person find the Ann Arbor Expressway?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['american city', 'large city', 'eastern united states',
       'metropolitan area', 'michigan'], dtype=object)}"
3486,C,John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['static', 'train of thought.', 'progress',
       'transfer of information', 'collaboration'], dtype=object)}"
3487,D,What do you need to do so that other people can use television?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['turn on electricity', 'open eyes', 'kill', 'plug in',
       'watch television'], dtype=object)}"
3488,E,What is a bad but frequent reason for hurting someone else?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel sad', 'more hurt', 'disatisfaction', 'sadness', 'punishment'],
      dtype=object)}"
3489,C,Where is a small house likely to have a table?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dining room', 'furniture store', 'kitchen', 'roof', 'conference'],
      dtype=object)}"
3490,E,What is it called when you slowly cook using a grill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'restaurant', 'crockpot', ""neighbor's house"",
       'barbeque'], dtype=object)}"
3491,B,Where are you if a number of athletes are wrestling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bruises', 'competition', 'ancient greece', 'get free', 'wins'],
      dtype=object)}"
3492,B,which half of the earth do marmots live in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south', 'northern hemisphere', 'north america',
       'vancouver island', 'jungle'], dtype=object)}"
3493,C,Alcoholic refreshments are sometimes banned in what public places?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['homeless shelter', 'bar', 'park', 'bridge', 'school'],
      dtype=object)}"
3494,B,"Humans enjoy sitting while expressing themselves artistically, so what did they invent?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sit down', 'play piano', 'excrete', 'eat meat', 'catch fish'],
      dtype=object)}"
3495,C,Where might you find a map on an outside wall?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['posession', 'suitcase', 'rest area', 'bus station', 'atlas'],
      dtype=object)}"
3496,B,What office furniture stores paper files?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'filing cabinet', 'computers', 'desk', 'filing cabinet'],
      dtype=object)}"
3497,D,The president is the highest office where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['zoo', 'white house', 'government', 'country', 'corporation'],
      dtype=object)}"
3498,A,What is a child likely hoping to achieve by going to play?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'enjoyment', 'rush', 'being entertained', 'get hungry'],
      dtype=object)}"
3499,C,"If people listen, they can understand each other better.  If they understand each other, they can do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pay bills', 'swap bodies', 'learn from each other',
       'believe in god', 'talk to each other'], dtype=object)}"
3500,C,What might a good person experience after killing someone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'dies', 'feeling of guilt', 'being imprisoned',
       'bloody mess'], dtype=object)}"
3501,B,In order to fight inflation you should be doing this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dissatisfaction', 'saving money', 'not very much', 'invest',
       'higher interest rates'], dtype=object)}"
3502,C,"Billy emptied his trash can into the big dumpster.  Housekeeping was supposed to do it, but it was easy for him, and this place was cheap.  Where is Billy?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dump', 'office', 'motel', 'park', 'corner'], dtype=object)}"
3503,E,When a person is living on the streets they likely what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shameful', 'ridiculous', 'lazy', 'restricted', 'have no home'],
      dtype=object)}"
3504,B,What is the definition of cogitating?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sit comfortably', 'think about things', 'might understand',
       'enjoy', 'brain work'], dtype=object)}"
3505,B,From what country is the fox?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rural area', 'england', 'mountains', 'hen house', 'united states'],
      dtype=object)}"
3506,E,What is likely to happen to someone driving their car too fast?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['use gas', 'doze off', 'go somewhere', 'speed limit',
       'speeding ticket'], dtype=object)}"
3507,D,If he did not pass course this semester he would have to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn', 'fail', 'get certificate', 'go back to', 'feel proud'],
      dtype=object)}"
3508,C,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['die at home', 'cross street', 'climb stairs', 'make dinner',
       'love objects'], dtype=object)}"
3509,C,Billy was opening a new Deli. He wanted to open it in a place that gets a lot of traffic.  Where might he open it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york city', 'strip mall', 'shopping center', 'hamburg',
       'office building'], dtype=object)}"
3510,A,What sort of life event might draw a large crowd of people together to celebrate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wedding', 'bus stop', 'crowd', 'convention', 'supermarket'],
      dtype=object)}"
3511,C,Where do people view more than one rosebush?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hedgerow', 'temperate climate', 'botanical gardens', 'beehouse',
       'backyard'], dtype=object)}"
3512,D,John finds that understanding the people around him better leads to deeper what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['increased knowledge', 'compassion', 'satisfaction', 'friendships',
       'side'], dtype=object)}"
3513,A,Why might someone decide on going to bed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drowsiness', 'rest', 'making love', 'pregnancy', 'sleeping in'],
      dtype=object)}"
3514,B,"The division of the company saw their profits skyrocket, what did their overall margins do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unity', 'multiply', 'get higher', 'multiplication',
       'putting together'], dtype=object)}"
3515,D,If you spend time doing what you will need a rest?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pay debts', 'wakefulness', 'resthold', 'active', 'in motion'],
      dtype=object)}"
3516,B,"He was a real go getter and hard worker, he liked being in the company and had a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['keep busy', 'desire to advance', 'labor in vain',
       'wait for raise', 'briefcase'], dtype=object)}"
3517,E,WHen someone is talking too much it causes what in other people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dry mouth', 'misunderstandings', 'upset stomach', 'distraction',
       'headaches'], dtype=object)}"
3518,D,"If something is obtuse, what couldn't it be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bright', 'pointed', 'correct', 'acute angled', 'clear'],
      dtype=object)}"
3519,C,Where do kids find fish in their backyards?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'ocean', 'pond', 'end of line', 'ocean'], dtype=object)}"
3520,C,What do you do when shopping in a packed store?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sing out loud', 'tiredness', 'standing in line', 'debt',
       'spending money'], dtype=object)}"
3521,D,Sarah was on the 30th floor when the fire started.  That made it difficult for her to escape what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carpet', 'hallway', 'obesity', 'building', 'exchange'],
      dtype=object)}"
3522,B,Where would you find many a shelf covered with food items?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookcase', 'grocery store', 'displaying framed photos',
       'gas station', 'chest of drawers'], dtype=object)}"
3523,C,"In America, what is the nortern-most country where an apple tree can grow?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fields', 'brazil', 'canada', 'spring', 'outside'], dtype=object)}"
3524,B,"If I recieve a letter from a friend over seas, why might I read it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pudding', 'get news', 'strain', 'answer', 'though'], dtype=object)}"
3525,C,"If there is a stale smell in the air coming from the kitchen, what should one check for the source of the smell?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'house', 'cupboard', 'space shuttle',
       'surface of earth'], dtype=object)}"
3526,C,"The mat was non slip, it was also picked to match the colors of everything else in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gym', 'school', 'bathroom', 'house', 'living room'], dtype=object)}"
3527,E,Where could you make a hole with your fist?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['swiss cheese', 'football ground', 'ground', 'golf course', 'wall'],
      dtype=object)}"
3528,D,"Work can be a grind, it makes you appreciate times of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unemployment', 'earn money', 'sleeping', 'relaxation',
       'do nothing'], dtype=object)}"
3529,A,"A woodworker is missing a screw, where should he look for it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tool box', 'wall outlet fixture', 'on the ground', 'motorcycle',
       'computer'], dtype=object)}"
3530,C,"After hearing it for so long he finally gave in, he began talking to the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sound', 'listening', 'voice', 'another person', 'language'],
      dtype=object)}"
3531,E,"He had just drank poison, and the man who had given it to him was now mockingly showing the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['consumable', 'medicine', 'nutrient', 'dosage', 'antidote'],
      dtype=object)}"
3532,E,Where would you mount a towel that you wanted above your shower?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['washing machine', 'gym', 'swimming pool', 'dryer', 'roof'],
      dtype=object)}"
3533,E,Lizards are able to regrow what if it is cut off?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bones', 'four legs', '4 legs', 'backbone', 'tail'], dtype=object)}"
3534,D,"She found the housing option in the midwest were plain, where should she look for houses for less plain architecture?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['landscape', 'azawakh', 'middle america', 'georgia', 'countryside'],
      dtype=object)}"
3535,A,"She wanted to donate her old clothes to charity, she began folding and stacking the clothing into a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['box', 'basement', 'trash', 'bag', 'trunk'], dtype=object)}"
3536,A,Where might shoes be found under?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bed', 'closet', 'rug', 'table', 'a water buffalo'], dtype=object)}"
3537,A,"The man loved his cheese, especially old ones that what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['age well', 'eat cake', 'benign bacteria', 'age to get better',
       'salad dressing'], dtype=object)}"
3538,D,If you have plenty to eat when you have lunch you'll do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eath', 'pouring coffee', 'feel empty', 'get full',
       'getting in line'], dtype=object)}"
3539,D,"Victoria is the name of many cities, you'd say the one where does it big?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['seychelles', 'australia', 'british columbia', 'texas',
       'australia'], dtype=object)}"
3540,C,The steak house where I come from is the best in where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['japan', 'desert', 'town', 'united states', 'texas'], dtype=object)}"
3541,D,"The elephant swam the river with its trunk above the water, what could it do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['experience sadness', 'choke', 'remember everything', 'breathe',
       'forget nothing'], dtype=object)}"
3542,A,John loved competing because he was very competitive.  He liked being about to divide people into what categories?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winners and losers', 'perform better', 'might win', 'losses',
       'enemies'], dtype=object)}"
3543,B,"There's a lot to reproducing, but it begins and end with new life by giving what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['overpopulation', 'birth', 'presents', 'propagation', 'fun'],
      dtype=object)}"
3544,C,When two people are married what would they do to have children?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work together', 'foster child', 'make love',
       'agree with each other', 'shake hands'], dtype=object)}"
3545,D,What relatively small area is known for its steakhouses?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['maine', 'florida', 'arizona', 'kansas city', 'michigan'],
      dtype=object)}"
3546,C,"If a student wishes to learn about things that have already happened, what should they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['better grade', 'pass course', 'study history',
       'complete test ask questions', 'answer question'], dtype=object)}"
3547,D,"The paper sign had notice of a civic meeting, where should it be posted?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hallway', 'store window', 'pole', 'public place', 'shop window'],
      dtype=object)}"
3548,C,A person walked into a church that was located near a store.  Where might the church be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hidden', 'synagogue', 'street corner', 'fairy tale', 'hospital'],
      dtype=object)}"
3549,A,What city is likely to have many Mexican restaurants?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['san diego', 'atmosphere', 'southern california', 'mexico',
       'alabama'], dtype=object)}"
3550,C,What are is most likely to have a kosher deli?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['food court', 'jewish neighborhoods', 'jewish community',
       'italian restaurant', 'jerusalem'], dtype=object)}"
3551,A,When does someone have to go to someone else for finding information about their adopted parents?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'learn', 'go to school', 'procedures', 'ask questions'],
      dtype=object)}"
3552,D,What can judging something wrong lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat cake', 'responsibility', 'resentment', 'controversy',
       'go to jail'], dtype=object)}"
3553,C,"The traveler needs a place to say, where are hotels located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in a palace', 'mexico', 'every country', 'town', 'motel'],
      dtype=object)}"
3554,E,What is a person who has become a minimalist hope to achieve?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['peaceful sleep', 'peacefulness', 'new computer', 'own house',
       'freedom from want'], dtype=object)}"
3555,C,Everyone is ordinary but we are often told we are what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unbelievable', 'strange', 'special', 'ugly', 'exceptional'],
      dtype=object)}"
3556,E,"John couldn't find a place to stay, and he didn't want to waste money.  He picked a place that was inexpensive and offered few luxuries.  Where might he be staying?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['farm', 'town', 'city', 'hotel', 'motel'], dtype=object)}"
3557,A,Where will glue stay usable?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closed container', 'art room', 'sticky', 'desk drawer', 'cabinet'],
      dtype=object)}"
3558,E,"The man was sick of not attracting women and began to practice grooming, what was his goal?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tardiness', 'neatness', 'bathe', 'late', 'looking good'],
      dtype=object)}"
3559,E,When james was climbing he experiences a couple of symptoms.  The most painful and long lasting was on his hands.   What  might have happened to him?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['calluses', 'loss of oxygen', 'vertigo', 'ascending', 'blisters'],
      dtype=object)}"
3560,B,On what would you use a knob to change settings?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opening doors', 'control panel', 'a cellphone', 'television',
       'doorway'], dtype=object)}"
3561,D,People of faith believe what is a vessel for the soul?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'head', 'port', 'human body', 'streets'], dtype=object)}"
3562,A,What does one do at an office?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'school building', 'workplace', 'skyscraper',
       'public building'], dtype=object)}"
3563,E,All avenues should be explored to maintain peace and avoid what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happened', 'elusive', 'peacework', 'violent', 'war'], dtype=object)}"
3564,C,What do you call the period of time after you are done running before you have the energy to run again?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tiredness', 'falling in', 'rest', 'sit down', 'tie shoelace'],
      dtype=object)}"
3565,A,Where can you store a small notepad on your person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['back pocket', 'meeting', 'drug store', 'home', 'school'],
      dtype=object)}"
3566,D,"The lady fumbled in her purse for change she didn't have, the person beyond offered a helping hand in what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['heart', 'kindness', 'satisfaction', 'pay', 'happiness'],
      dtype=object)}"
3567,B,"The skin was cut while chopping onions, where was this skin likely cut?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good health', 'finger', 'meat', 'body', 'own family'],
      dtype=object)}"
3568,B,Where would you find a green bill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'wallet', 'restaurant', 'congress', 'mail box'],
      dtype=object)}"
3569,E,Where is a good place to store a saw?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hardware store', 'tool shed', 'storage', 'tool kit', 'toolbox'],
      dtype=object)}"
3570,A,"When one is using computers for a long period of time, what might happen to the human body?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'addiction', 'editing', 'falling asleep',
       'carpal tunnel syndrome'], dtype=object)}"
3571,D,What would a rock form in nature above the treeline?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['surface of earth', 'pit', 'bridge', 'mountains', 'minerals'],
      dtype=object)}"
3572,E,Where could you find a library that people of any age can visit?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'school', 'college', 'inside', 'downtown'], dtype=object)}"
3573,C,Where do you mix things on a counter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mixer stand', 'candy store', 'kitchen', 'butcher shop',
       'post office'], dtype=object)}"
3574,D,What does someone committing suicide want to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cut wrist', 'swimming', 'dying', 'die', 'interruption'],
      dtype=object)}"
3575,C,John took a carboard box and emptied his closet racks into it.  He was using the box to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hold secret', 'store food', 'store clothes', 'store data',
       'hold things'], dtype=object)}"
3576,D,"Where can you get on a highway in San Diego, Omaha, and Atlanta?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['repairs', 'desert', 'atlas', 'united states', 'countryside'],
      dtype=object)}"
3577,D,What is it called when animals produce offspring?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['birth', 'reproduce asexually', 'lie down', 'procreate',
       'feel pain'], dtype=object)}"
3578,A,What do people want to feel while playing cards?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['amusement', 'anger', 'win money', 'happiness', 'loss of interest'],
      dtype=object)}"
3579,E,Where would you store a violin along with all of your other instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['string quartet', 'orchestra', 'band room', 'attic', 'music room'],
      dtype=object)}"
3580,E,"The child was skipping pebbles in nature, so where was he?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['street', 'playground', 'parking lot', 'aquarium', 'pond'],
      dtype=object)}"
3581,D,What do most people do while reading newspaper?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aggravation', 'look at pictures', 'eat breakfast', 'drink coffee',
       'chug milk'], dtype=object)}"
3582,C,"A bride and groom are taking care of proposals, what is the likely ceremony?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['efficiency', 'getting work done', 'marriage', 'finishing up',
       'results'], dtype=object)}"
3583,E,What would killing people make one of your victims do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['prison sentence', 'sadness', 'murder', 'feelings of guilt', 'die'],
      dtype=object)}"
3584,C,"The moss was slippery because of constant moisture, what was nearby?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'grass', 'waterfall', 'ground', 'bridge'], dtype=object)}"
3585,C,"The lady was doing a one man show of her tell story, when the show began she did what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['persuade', 'slept', 'take center stage', 'challenge',
       'speak clearly'], dtype=object)}"
3586,B,"If person goes to a bar, spends a few hours hitting the bottle, then takes himself home, what might he get?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['full bladder', 'ticket', 'alcoholism', 'nausea', 'breaking'],
      dtype=object)}"
3587,E,What are two people likely to do that three will not do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'kiss', 'go hiking', 'group objects',
       'make babies'], dtype=object)}"
3588,D,"If I go to a bank to get money, where could I go next to get household items and food?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'financial center', 'main street', 'grocery store',
       'salon'], dtype=object)}"
3589,D,"People are purposefully harming others, what trait are they exhibiting?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deceptive', 'altruistic', 'stupid', 'cruel', 'agressive'],
      dtype=object)}"
3590,D,How can you carry a pencil in your shirt?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cup', 'desk drawer', 'desktop', 'pocket', 'university'],
      dtype=object)}"
3591,C,Why will breathing fresh air help you when deciding whether to do something?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['oxygen intake', 'new lungs', 'think more clearly',
       'feeling refreshed', 'silence'], dtype=object)}"
3592,C,"Where are you If you're on a road that passes a group of residences, stores, and other public buildings?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['valley', 'bridge', 'town', 'highway', 'north america'],
      dtype=object)}"
3593,B,The committee had its first meeting.  John was glad to be a part of it.  This is what he ran for.  Where might the meeting be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['church', 'city hall', 'school', 'boardroom', 'office building'],
      dtype=object)}"
