,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
3520,lsmdc3070_THE_CALL-32988,18700,"Glancing back up to her monitor, she finds someone's profile with a smiling photo. Her eyes dart and she","Glancing back up to her monitor, she finds someone's profile with a smiling photo.",Her eyes dart and she,gold,looks across the room to get a better view.,"laughs, swaying her hips and fingers.",rises from her chair.,"leans her head against a desk, kneeling beside the pillow.",2
3521,lsmdc0038_Psycho-67258,7187,"She glances down into it, pauses, drops the dress, reaches into the handbag, takes out the money - filled envelope, stares at it, almost with regret, filled contemplates hiding it, decides to, starts looking for a reasonable hiding place. She","She glances down into it, pauses, drops the dress, reaches into the handbag, takes out the money - filled envelope, stares at it, almost with regret, filled contemplates hiding it, decides to, starts looking for a reasonable hiding place.",She,gold,"goes back and forth towards the bar, withdrawing his gun.",looks around the office and contained withdrawn plants.,"looks about, at the closet, the drawers etc.",decides to do some shoveling and carrying out the rifle.,2
3522,lsmdc0021_Rear_Window-58829,2186,He starts up the steps to the door. He,He starts up the steps to the door.,He,gold,"puts on his hat, smiles, and says.",steps up to him with a neck brace.,"opens the bottle of a gas pipe, putting it back on the wooden table with both hands.","pulls a lever upright, grabs the machine and metal door, then disappears and another prepares to run.",0
3523,lsmdc3091_ZOMBIELAND-44334,2352,"Someone picks one up then drops it. As he steps away, someone",Someone picks one up then drops it.,"As he steps away, someone",gen,stares uncertainly at the broken vessel then hangs his head.,stares backwards.,kicks his fist back and throws it backwards.,swims to him.,0
3524,anetv_fUa3pwpNZ6I,15202,A young gymnast is seen standing ready with her arms up. She then,A young gymnast is seen standing ready with her arms up.,She then,gold,holds her legs out and does several flips and cartwheels.,jumps up onto a beam and begins performing a gymnastics routine.,begins moving forward and bows while smiling to the camera.,walks performing the match with another man while the camera following her movements.,1
3525,lsmdc3057_ROBIN_HOOD-27602,665,"Freed from the garment, he straightens and faces her bare chested. His burly pecs","Freed from the garment, he straightens and faces her bare chested.",His burly pecs,gold,heave beneath his broad shoulders.,"rolls his eyes, putting his hands around him.",puts a sweeping check over his shoulder.,turns a nozzle and swims toward the wreck.,0
3526,anetv_PwyvQ3BKziA,11908,The video gives eight tips to properly wash your face and fight acne. All of the video,The video gives eight tips to properly wash your face and fight acne.,All of the video,gen,ends with matches to forming a think's.,do that as well as buildings and lapping sprawl on the top.,ends then showing the screen.,"ends with the words movements, using the brush and knife.",2
3527,lsmdc3043_KATY_PERRY_PART_OF_ME-20731,18236,The ropes zip back and forth. People on the ground,The ropes zip back and forth.,People on the ground,gold,are struggling the process work.,try to move until they reach back bend down the side to begin performing lowest thrust.,begin to do crunches.,hold their arms above their heads as they gaze skyward.,3
3528,lsmdc0011_Gandhi-52969,12071,The beauty of it almost saddens someone. He,The beauty of it almost saddens someone.,He,gen,watches as someone realizes it does n't work.,"looks up suddenly from around the times table and looks back to the group, at opposite center.","looks at him, overcome with sadness.","smiles, wide - eyed, uncomfortably.",2
3529,anetv_FJZTNJ0LuJ4,8111,A woman mixes ingredients into a pot on the stove. A man,A woman mixes ingredients into a pot on the stove.,A man,gen,stirs vegetables and makes them with a pan.,took shots and mixes ingredients in a pan.,covers her and places them on a plate.,offers her a cup of paste.,0
3530,anetv_U5wliityRuU,13603,We see a man underwater. We,We see a man underwater.,We,gen,see an ending title screen.,see a man laying on a yellow mat.,see the volleyball ball performing outside.,see a diver standing in the water.,3
3531,anetv_oeFUzyNgxQU,19929,They switch and a different man then walks the slackline who flips off the slackline. The men switch again and the first man,They switch and a different man then walks the slackline who flips off the slackline.,The men switch again and the first man,gold,is on the slackline.,takes battered his balance and climbs to another tree.,dismounts and jumps around slowly to practice.,jumps like a rollerblading machine going down a wrestle ramp.,0
3532,lsmdc3042_KARATE_KID-19545,2836,He pushes on someone's forearm. Someone,He pushes on someone's forearm.,Someone,gold,jerks his other arm forward.,bend his head and grab him.,fasten the tie with the white cotton strap.,grabs the horn pulls off someone.,0
3533,lsmdc0026_The_Big_Fish-62229,1606,"From a very low angle, we look up to see just how massive he is. He","From a very low angle, we look up to see just how massive he is.",He,gold,seems to fill the heavens.,"lands in the position, gaining momentum.",lowers to the ground in the ring.,is unmoved by an image of the starting line on the ground.,0
3534,lsmdc3054_PERCY_JACKSON_LIGHTENING_THIEF-25922,17798,Someone sits up in his cot. Glancing around he,Someone sits up in his cot.,Glancing around he,gold,finds a hospital accomplice.,turns to his cronies.,takes in his surroundings.,finds someone sitting holding his hyena.,2
3535,lsmdc1005_Signs-4649,9667,And his mouth opens in surprise. Someone,And his mouth opens in surprise.,Someone,gold,takes a deep breath.,"leaps forward, revealing someone's silver sword.",rubs her head as someone hurdles the ground.,"is relieved to hear someone go into dining, trying to see where he is.",0
3536,lsmdc0004_Charade-47672,17767,"The three men hurry past people and out of the door. People,",The three men hurry past people and out of the door.,"People,",gen,"someone, and his, agents walk out of the station.","just below, arrive behind the counter, then stop.","make out, goes quickly to the door.","sixteen, continue to talk with someone.",0
3537,anetv_l7EktV5FYGk,15382,The camera focuses on a man piloting a sailboat in a harbor environment. The boat's sail,The camera focuses on a man piloting a sailboat in a harbor environment.,The boat's sail,gen,reaches a reach across the ocean deck.,zooms back toward the ship's gears and rises.,is a city pounding unable to move.,shows a group on a port side.,1
3538,lsmdc1007_Spider-Man1-74344,9628,"As someone walks out of the swing doors, so the tray is trapped on the swing shot. Later someone","As someone walks out of the swing doors, so the tray is trapped on the swing shot.",Later someone,gen,"walks to the edge, where a woman waits patiently behind her.",walks toward the bus station.,throws ice into someone's neck.,stands at a waitress shelf in the wing of a cleaning daily store.,1
3539,anetv_BaJwohtZMtA,8842,A person shows up on a stage dancing in the dark with an led hula hoop. As the person dances the led lights on the hula hoop,A person shows up on a stage dancing in the dark with an led hula hoop.,As the person dances the led lights on the hula hoop,gold,begin to change colors.,spins out of her entire body.,"walks in and out, using more hula hoop and begins putting his bow behind her hair.",", the young dancers stay on the ground and continue spinning.",0
3540,lsmdc3087_WE_BOUGHT_A_ZOO-41135,15760,He yanks a nettle from someone's back. Someone,He yanks a nettle from someone's back.,Someone,gen,"charges, drags him up to the mop's edge.",looks down at his notes.,walks across the lot the backup children killed.,lurches and explodes in a flame.,1
3541,anetv_q6sLCLnTuik,10076,"The hair stylist talks to the camera again, now standing by a woman in a hair salon chair. The man","The hair stylist talks to the camera again, now standing by a woman in a hair salon chair.",The man,gold,sections parts of the hair with his comb and hair clips.,walks up to the picture.,shows off a hair and a razor and braids her hair.,puts the roller into the hair to do it products as he finishes shaving her hair.,0
3542,anetv_4o1k3KUHz6E,17465,We then see the mascot kick the ball and run a home run. The mascot,We then see the mascot kick the ball and run a home run.,The mascot,gen,runs and jumps onto a platform.,throws back flips onto the field.,runs into the field and hits running and falls.,brings the ball back towards the goal.,0
3543,lsmdc0014_Ist_das_Leben_nicht_schoen-54626,9005,"As they come out onto the porch, we see that it is raining. Nevertheless, someone","As they come out onto the porch, we see that it is raining.","Nevertheless, someone",gold,"stretches at her hands as she skips, flipping over and catching the hidden door.",is scared with anger and his expression is so intense.,has his camera equipment set up and is taking pictures of the group.,has a glass of which but painted on her back; she turns on when someone looks confused.,2
3544,lsmdc0027_The_Big_Lebowski-62917,8254,He also holds an irregular shape bundled in brown wrapping paper. The car stops in front of him and he,He also holds an irregular shape bundled in brown wrapping paper.,The car stops in front of him and he,gold,opens someone's door and hands in the briefcase.,reaches for a wheelie.,becomes mid - rolled gently.,shows a box of tape and tape.,0
3545,lsmdc3083_TITANIC2-38911,17854,The longhaired woman smiles and pushes someone away in her wheelchair. A man aboard the helicopter,The longhaired woman smiles and pushes someone away in her wheelchair.,A man aboard the helicopter,gen,", assist him and uses long, fair hair to march in spanish.",fly overhead.,'s jacket turns her around.,"strides past someone, waiting by his mother to greet him.",1
3546,anetv_EOradtej9GU,18054,"A mountain full of snow appears and a man begins skiing down the slopes. As he skis, more men",A mountain full of snow appears and a man begins skiing down the slopes.,"As he skis, more men",gen,paddle around and talk about mountain slopes.,are shown and cleaning up contents of the river on stage.,are shown watching the snowboarders.,stop from the rapids and stand again.,2
3547,lsmdc3046_LARRY_CROWNE-21741,18934,"He gives her the accordion files. With a triumphant smirk, he",He gives her the accordion files.,"With a triumphant smirk, he",gen,smacks the zombie's head and stands.,hands her their wine.,"turns, walks off and pets the glowing note.",presses the fan down softly on her chest.,1
3548,anetv_Eilil6FZhK8,12801,People are in sreet wearing stilts and running and jumping. man,People are in sreet wearing stilts and running and jumping.,man,gen,is in hand holding a board and talking.,is wearing bungee stilts in an event for a large competition.,is doing skate tricks on a lot of flexible windsurfers.,is sitting behind a fence in front of a white sink.,1
3549,lsmdc3051_NANNY_MCPHEE_RETURNS-25042,13383,Someone strides over to her. He,Someone strides over to her.,He,gen,smiles and shuts her into him.,moves out of her way slowly.,takes a cigar from her fingers.,puts his arm around her.,3
3550,anetv_OYMGPkucZYI,6291,A woman is standing at a table with a shoe and a can of hairspray. The woman,A woman is standing at a table with a shoe and a can of hairspray.,The woman,gold,starts painting her fingernails and talking.,begins to look down the window as she stands behind the counter.,begins polishing the black shoe.,sprays hairspray on a scuff mark on the shoe and takes a cotton tip and rubs the scuff mark out.,3
3551,anetv_L9gznB55hhE,9560,The girl comes back and continues talking about what she is about to do. She then,The girl comes back and continues talking about what she is about to do.,She then,gold,brings up a knife and talks about it as the camera zooms in on it.,stands up and swings her arms at the pinata.,shows her how of the kind of balance that will never be used before.,grabs a compact full of ice cream and wraps it around her right.,0
3552,anetv_NtX9Q0QX3sw,9695,"A man cleans a window using a soft squeegee with detergent while explaining, then the man takes a steel wiper to clean the detergent on the window. Then, the man","A man cleans a window using a soft squeegee with detergent while explaining, then the man takes a steel wiper to clean the detergent on the window.","Then, the man",gold,"takes a strip of cleaning cleaner inside, washes his face with the cloth and turns to dry his hair.","applies more detergent with the soft squeegee, then clean with the steep wiper.","cleans the window gently, when he dry squeegee and cleans a canvas while still speaking.",takes wax off the roof as it's done.,1
3553,lsmdc3072_THE_GIRL_WITH_THE_DRAGON_TATTOO-33495,12965,"Now, ssomeone's laptop sits on a tech support counter. Its shattered screen","Now, ssomeone's laptop sits on a tech support counter.",Its shattered screen,gen,"comes a firm, buzzing fly.",depicts a naturally crumpled scrap of lingerie.,shows a homemade copy of a polo game and a rainbow - colored hoop that paintings beside it.,illuminates a salesman on camera gazing side - by - side.,3
3554,lsmdc3071_THE_DESCENDANTS-5263,9153,"Later, he enters the hospital through sliding glass doors. We","Later, he enters the hospital through sliding glass doors.",We,gold,assemble in a unique arena building.,peer down a square spiral stairwell.,gate opens hinges in a prison.,move into the bathroom as he slides over into the water with a soapy spray.,1
3555,lsmdc0051_Men_in_black-71195,6618,"People both look up at once, scowling. They","People both look up at once, scowling.",They,gen,wave at her and twirl him around.,seem to notice on the umbrella.,glance at each other.,are camped out outside the cabin door they were already behind.,2
3556,lsmdc1018_Body_Of_Lies-80371,6814,Someone looks at the picture. Someone,Someone looks at the picture.,Someone,gold,arrives at the wheel and presses it over.,are going across the boarding town.,studies the photo and narrows his eyes.,sobs in front of the mural.,2
3557,lsmdc0003_CASABLANCA-46783,65,The three men enter the cafe. They,The three men enter the cafe.,They,gold,start toward a neon tent.,step out from the trailer.,pass someone at the piano.,sit on a sidewalk with a staring nervous gaze.,2
3558,anetv_nN1u9BVysQs,17176,We see the title on the black screen. We,We see the title on the black screen.,We,gen,see a man arrives in the river area.,see a man giving and remove the camera.,see the man stands and moves on dirt.,see the guitars in the gym.,1
3559,anetv_Lr0Vm9zBXKE,3187,People are inside the helicopter talking between them. people,People are inside the helicopter talking between them.,people,gold,"are walking across the bridge, looking up at the college mansion.","are going inside, firing wildly.",are kicking rope in the background a long time.,start going down the slope snowboarding in the mountain.,3
3560,lsmdc3014_CAPTAIN_AMERICA-5683,12159,"Later at a press conference, Senator Brandt stands at a podium. A senator's aide","Later at a press conference, Senator Brandt stands at a podium.",A senator's aide,gold,stands up from sneezes.,makes the adjustments to his full exiting coin.,cuts an average man's beard with an electric razor.,steps out and whispers into the senator's ear.,3
3561,anetv_k8ZXFB6xqZs,12443,A man is outside in a tennis court talking while he is holding a tennis racket. He,A man is outside in a tennis court talking while he is holding a tennis racket.,He,gold,"brushes his teeth with the racket as he is speaking, starts kicking the drum and hitting the ball.",is playing a tennis game on the tennis court.,"stands at the center of the court, runs away, and talking.",goes on the court and with the racket and a ball from his pocket and hits it.,3
3562,anetv_9abGikdleAU,14648,Two girls are seen speaking to the camera and laughing with one another. The girls,Two girls are seen speaking to the camera and laughing with one another.,The girls,gen,continue to move together as well as another another watching them and shaking their arm and having more fun.,continues dancing and sitting while speaking to the camera.,run back and fourth to one another before turning back and speaking into the camera.,continue to play with one another while looking off into the distance.,0
3563,lsmdc0011_Gandhi-52854,13747,He stops and looks at someone. He,He stops and looks at someone.,He,gen,begin to walk through the room.,"sits up short, a horrified expression on his face.","gets out, his back to someone.",stops and looks round.,0
3564,anetv_Wrbf7c58IuU,9161,Two men are seen passing around a ball in a pool while others swim around. The men,Two men are seen passing around a ball in a pool while others swim around.,The men,gold,continue playing with one another as they walk back and forth on the water.,continue hitting the ball back and fourth against one another and celebrate with one another.,continue moving around the lane and ends with the camera panning around.,play with one another all around the pool.,3
3565,lsmdc1029_Pride_And_Prejudice_Disk_One-83638,19330,"Someone starts playing the piano. At the whist table, someone",Someone starts playing the piano.,"At the whist table, someone",gen,"rises and looks up, then closes his eyes.",glares back at the guardsmen.,is playing the violin.,walks past the stage and on to the red carpeted stage.,0
3566,anetv_SB08N4L6Ujw,14481,The woman continue jumping up and down and leads into one moving a tire around as well as jumping up and down a punching a bag. The coach then,The woman continue jumping up and down and leads into one moving a tire around as well as jumping up and down a punching a bag.,The coach then,gold,begins using her bike and speaking to the camera.,speaks to the camera.,grabs the woman and performs the back flips to the railing.,drops the weights and pushes while trying to avoid backing out.,1
3567,anetv_3hSPAtKORgk,1241,The ball is deflected by the defenders in the graphic. A soccer player,The ball is deflected by the defenders in the graphic.,A soccer player,gold,stands n the hall on the court.,is in the pool behind the tank guys game.,attempts punching goals by running it.,kicks a ball that is blocked by a series of defenders and a goalie on and indoor field.,3
3568,lsmdc1020_Crazy_Stupid_Love-81443,13655,"In the bar, someone is flirting with a blonde 20 - something woman. Frowning, someone","In the bar, someone is flirting with a blonde 20 - something woman.","Frowning, someone",gen,"shuts his mouth, meaningfully, then licks his lips.",gets up and extends his hand.,looks to someone and spots the female man transfixed.,"leans forward, and puts her fist on her head.",1
3569,lsmdc1010_TITANIC-77396,7214,People run to an elevator. They,People run to an elevator.,They,gold,start to a line of people surrounded by stacks of greenery.,dash into the elevator.,step into the room.,listen in as they watch the scene that will be loaded.,1
3570,anetv_P-YyUw0iuBQ,10293,A group of boys are seen sitting around talking to one another and playing various games. The men,A group of boys are seen sitting around talking to one another and playing various games.,The men,gold,continue hitting the pucks back and fourth with one another while smiling.,hit one another while they switch places and continue to play more games.,are then seen playing hockey with one another and others speak to one another.,continue playing and ends by speaking to one another.,1
3571,anetv_CL6TbOgnLzA,317,A video of water polo is shown in the gym. A few people watch and the ball,A video of water polo is shown in the gym.,A few people watch and the ball,gen,rolls around the island.,drops to the ground.,goes across the water.,are shown for sport.,2
3572,lsmdc3017_CHRONICLE-7067,4560,Someone gives him a high - five. Someone,Someone gives him a high - five.,Someone,gold,wraps his arm around someone.,enters the scene as someone watches the couple descend the steps.,"goes up for a high - five, but topples the legos instead.",stands in her bedroom taking the damp clothes from an ambulance.,2
3573,lsmdc3066_THE_ADVENTURES_OF_TINTIN-31834,14422,"As more cars line up at the palace gate, several birds fly over the palace walls. Palm trees","As more cars line up at the palace gate, several birds fly over the palace walls.",Palm trees,gold,are arranging as markers as vines.,grow within the palace compound.,crawl beyond the bridge fence.,arrive at the people center.,1
3574,lsmdc1020_Crazy_Stupid_Love-81501,7199,"He leans down to kiss her again. Still wearing his trousers, he",He leans down to kiss her again.,"Still wearing his trousers, he",gold,roves down a discarded golf course.,lies between her open legs.,keeps running for her.,reaches blood and tears a shirt over his dark - rimmed glasses.,1
3575,anetv_SX075xQ0j6c,9713,We see a lady teaching a group of children to knit. We then,We see a lady teaching a group of children to knit.,We then,gen,see several people involved in a kiss and others talk in front of a crowd.,see the ending results.,see the first man making mistakes.,see people passing and smiling to adults.,1
3576,anetv_sLq6p6NKApk,7599,The man lines up his shot of the red ball. The man,The man lines up his shot of the red ball.,The man,gold,returns to speaks more as another male is shown being shot there in different clips.,comes in and sits down again.,smiles and walks away.,hits the red ball.,3
3577,anetv_r-_JFgDJRrQ,2810,"In a still shot of the interior, a man is seen removing parts from underneath the seat. The man","In a still shot of the interior, a man is seen removing parts from underneath the seat.",The man,gold,proceeds to assemble the piece.,takes off the mask.,stands off the bike and is shown bouncing the small pair around.,drains snow from the tube.,0
3578,anetv_4fw4nswO748,516,Several clips of snowboarders are shown performing the technique as he explains. The video,Several clips of snowboarders are shown performing the technique as he explains.,The video,gold,ends with the closing credits shown on the screen.,is now far down it is shown in red and forth motion.,ends with several different mechanics interacting.,ends with another man with a blue one as well as a close up of a stick and skiing down the beach.,0
3579,lsmdc1006_Slumdog_Millionaire-73769,5214,The children come to a railway siding where they chase a departing train. Someone,The children come to a railway siding where they chase a departing train.,Someone,gold,beats past the wheel.,gets out of the cab.,smiles as he enters.,is in front and manages to grab hold of the last carriage of the train.,3
3580,anetv_yo3s6V19YtQ,3569,A young man is rappelling up the side of a cliff. Another man,A young man is rappelling up the side of a cliff.,Another man,gold,runs next to the gate on the roof.,appears on the screen.,watches and helps from below.,jumps into the hill.,2
3581,anetv_0hdwFR5qWz4,3501,We see a room with people in bleachers cut with teams taking photos. People,We see a room with people in bleachers cut with teams taking photos.,People,gen,are playing pool and on full field.,pop standing outdoors on a field.,play against the curling.,compete in a field preparing to dive in variations of the action of a game.,3
3582,lsmdc1020_Crazy_Stupid_Love-81037,969,Someone screeches to a halt. She,Someone screeches to a halt.,She,gold,lurches toward the building and carries him towards the gates.,are standing up side - by - bundles.,"leans forward, pointing the gun into someone's barrel.",races back to where someone lies on the road.,3
3583,anetv_EHianByJXXM,7162,People are on side of the barn watching the man. man,People are on side of the barn watching the man.,man,gold,is standing in th barn watching the man.,is brushing the horses on his horses.,rides a horse past people on the horse.,is jumping rope in a pipe.,0
3584,lsmdc3019_COLOMBIANA-8599,13934,"She stands, holding the weapon pointed at the floor, and moves to someone's cell. Someone","She stands, holding the weapon pointed at the floor, and moves to someone's cell.",Someone,gold,slides the door open and saunters in.,turns to look at someone who looks around with a confused glare.,"aims his phone at her heels, then waits for the lock.",grabs someone and nudges him to his feet.,0
3585,anetv_zyh16NahocQ,13615,The lady grabs and lifts her hair. The lady,The lady grabs and lifts her hair.,The lady,gen,uses a piercing brush with long electric clippers as the lady turns and washes her hair.,lifts the barbell to her chest.,wets her toothbrush and brushes her teeth.,turns around and begins the sock under the toddler licks the paper.,3
3586,lsmdc0012_Get_Shorty-53469,920,He begins kicking the living shit out of someone. Someone,He begins kicking the living shit out of someone.,Someone,gold,gets his feet from the wall.,glances back at someone.,"takes the note back from someone, then proceeds to serve someone's plate.",pulls a pair of black leather gloves from his pocket and steps around the desk.,3
3587,lsmdc1055_Marley_and_me-96676,13630,Someone slips him a tidbit. Someone,Someone slips him a tidbit.,Someone,gold,puts it inside.,stares at the tv.,tries to pull himself up to the floor.,"gets out of bed, leaving someone alone inside his limousine.",1
3588,lsmdc3061_SNOW_FLOWER-30455,18528,"She pauses by someone's feet, then inches closer. She","She pauses by someone's feet, then inches closer.",She,gen,averts his gaze and meets his gaze.,goes and uses the phone to stop as she rips the car off with back.,cups her arm on someone's shoulder.,stops a few feet away.,3
3589,anetv_j7hSNqcWIO4,10712,Another kid tries and stops without even jumping. A screen,Another kid tries and stops without even jumping.,A screen,gold,pauses the lane again.,says maybe next time.,is clearly listening.,shows elephant of meat.,1
3590,lsmdc1007_Spider-Man1-75015,9285,Someone turns to see people. Someone,Someone turns to see people.,Someone,gold,stands in front of his uncle's gravestone.,shoots into the sky as the police car whizzes past.,looks from someone to the door that is closed.,gazes over at the neglected house apartment.,0
3591,lsmdc3036_IN_TIME-15537,15203,"As someone and his hostage speed away, the timekeeper cars follow. As their sirens sound, white bars of light repeatedly","As someone and his hostage speed away, the timekeeper cars follow.","As their sirens sound, white bars of light repeatedly",gold,smashes the cellar with a crowbar.,extend across their grills and upper windshields.,stop them from falling down.,dismount with white stars and green cabs.,1
3592,anetv_D84XQFQ4tsU,17314,A body of water is shown. A person,A body of water is shown.,A person,gen,swims slowly to the water.,puts a contact lens into its eye.,is preparing on a diving board.,puts a jetski on her lips.,2
3593,anetv_6O5UcjQMwoQ,3448,We see the person on the left briefly. We,We see the person on the left briefly.,We,gold,see the same ending screen.,see it through a gap in the bushes.,see a title screen.,see the person on the left again.,3
3594,anetv_Q6tYENILn40,17660,A man is seated at a piano. He,A man is seated at a piano.,He,gold,begins doing sit ups with an older man.,can be seen working on a drum set above front of a drum set.,begins playing a set of drums with a ring on the ground with his fingers.,"starts playing a tune, looking back and forth at the keys as he plays.",3
3595,anetv_Mk9n7isIyBs,8588,She turns her entire body around as she twirls the batons. She,She turns her entire body around as she twirls the batons.,She,gold,finally bows down and holds the baton straight in her hand.,puts down her flute and takes another pen.,pulls back up onto the bar.,pins the ball up her palm.,0
3596,anetv_5YsdlM3Stjo,6597,She then walks to the horse's other side and continues scrubbing. The horse,She then walks to the horse's other side and continues scrubbing.,The horse,gold,"fetches a blow dryer, and out of the water all around the ground.",walks away after a bit of cattle and finally carries the horse back.,begins moving his neck and head as she continues scrubbing.,sweeps the leaves off of the horse.,2
3597,anetv_-lEsnrNNZFU,2353,Men are in stage doing a coreographyjumping the rope. men,Men are in stage doing a coreographyjumping the rope.,men,gen,are swinging and bouncing and in a ring.,are standing on a stage with a wooden fence.,are fencing as men fencing and fencing.,are standing outside the arena watching.,0
3598,anetv_A5-gsreb2zY,2963,He cuts it and removes the clamp. The man,He cuts it and removes the clamp.,The man,gold,uses a cats mustache to clean his teeth.,puts an earring through the hole.,paints the hairs and ends with the closing credits.,finally takes the mixed cigarette and rolling it on top of the refrigerator.,1
3599,lsmdc3001_21_JUMP_STREET-448,775,"In her bedroom someone picks up her vibrating cell phone and sees an incoming call from Doug. In his own room, someone",In her bedroom someone picks up her vibrating cell phone and sees an incoming call from Doug.,"In his own room, someone",gold,lies side by side in bed.,holds a phone to his ear.,"picks up a remote, her security bag with her feast victims disappearing from view as he smirks.",lies on top of him.,1
3600,anetv_t2DdSm_MGXo,19186,"The four step is to put abrasive powder on a sponge to clean thoroughly the bathroom sink, then the fifth step is to mix vinegar with water. In the sixth step, the person","The four step is to put abrasive powder on a sponge to clean thoroughly the bathroom sink, then the fifth step is to mix vinegar with water.","In the sixth step, the person",gold,"puts the vinegar on a sponge, and then cleans the bathroom sink and the faucet.",stirs the clothes mixture along with a rag.,rinses and uses cupcake eyeliner to dry the bottom of the shoe.,wipes the sponge from a bath scrub and scrubs the sink with a mop.,0
3601,anetv_6tzQ5-VBgVU,6713,Several more roller bladers are shown grinding around a park in various locations as well as showing several more tricks. The camera man,Several more roller bladers are shown grinding around a park in various locations as well as showing several more tricks.,The camera man,gen,continues to ride around while still on his elliptical and not seeing slow climbing techniques.,continues riding along and flipping with several tricks as well as speaking to various camera.,switches off the game and then turns and speaks to the camera.,cuts up and writes to the camera while words appear on the screen.,1
3602,anetv_YULJjXegG1w,523,A basketball court is shown outdoors. A man,A basketball court is shown outdoors.,A man,gold,"runs up, and does several consecutive lay ups.",runs to a man.,is playing squash behind a green net.,holding a tennis racket is kicking a ball and a green ball.,0
3603,anetv_ijSmiDjlmlU,9208,A woman plays with the girl in the pool and pulls her around. She,A woman plays with the girl in the pool and pulls her around.,She,gold,plays an instant watch as show men each take her turn.,plays with two other children in the pool and teaches them how to swim.,finishes her routine and hugs him.,play on the sand at his feet.,1
3604,anetv_08afjR_3SwI,5082,"Two people white water raft over a rocky, climactic, body of water in narrow canoes and with paddles. A person dressed in a red and black outfit","Two people white water raft over a rocky, climactic, body of water in narrow canoes and with paddles.",A person dressed in a red and black outfit,gold,descends skiis down the mountain.,is riding on a boat by an wave.,stands in a red canoe and begins to put a piece of black equipment on.,suddenly begin on sail.,2
3605,lsmdc1010_TITANIC-77950,6476,One sailor slides down a rope. Someone,One sailor slides down a rope.,Someone,gold,takes the track and runs towards the parade.,"runs out of the package, past someone, pressing a tight rope on the back.",raises his sword in front of the pirates.,puts on the lifebelt as water surges around him.,3
3606,lsmdc3087_WE_BOUGHT_A_ZOO-41246,9054,Someone laughs at someone gripping a handful of snakes. Someone,Someone laughs at someone gripping a handful of snakes.,Someone,gold,tries to put one in a bucket.,rides over to someone.,shakes a huge chunk of ice from the bludger.,hands him the rifle.,0
3607,anetv_BJ9r8_JnG0k,14340,He is then shown working out in a gym. He,He is then shown working out in a gym.,He,gold,moves back and forth as he continues to perform.,does curl ups on a bar attached to the wall.,performs several flips and stunts while making the jumps.,begins in on inline skates while he continues to fence continuously.,1
3608,anetv_y7WO-8cQfO0,19416,He then lays down and begins doing tricks on the floor. The young man,He then lays down and begins doing tricks on the floor.,The young man,gold,follows and lays down stairs playing the guitar.,gets up again and does more tricks while standing.,continues dancing around while others watch on the sidelines as the camera moves to turn back and ends by swinging.,continues to skate around the grass while another boy plays dancing around him.,1
3609,anetv_HcZ3irBAcE0,11828,A person sits and clips the nails off a cat paw using a nail clipper. the person,A person sits and clips the nails off a cat paw using a nail clipper.,the person,gold,continues spraying the cat with leaves the nails.,starts with the left paw.,scratches the cat's belly making up and mimes trying to rake it off.,moves the cats claws with an axe then faces it with the cat's paw.,1
3610,lsmdc1062_Day_the_Earth_stood_still-100828,8933,It's pitch - black. She,It's pitch - black.,She,gold,hands the keys to people.,is shown in shreds by the fog.,thrusts a liquor bottle toward someone who wraps around her back.,moves slowly through the darkness.,3
3611,anetv_DYahQgHG1Gk,5759,He pauses again and waits for a reaction from the crowd. the camera,He pauses again and waits for a reaction from the crowd.,the camera,gold,turns to show the people that are enjoying the music.,captures his ticking hooves as his older teacher sets his gaze on him.,captures his movement as men run past coordinated mighty movements.,follows and we see a still replay.,0
3612,lsmdc3004_500_DAYS_OF_SUMMER-1720,4818,He's chalked architectural firms names on his wall. He,He's chalked architectural firms names on his wall.,He,gold,moves into someone 'office.,jams one finger on the horn.,opens a newspaper album and takes the photos.,chalks lines through four more.,3
3613,anetv_bR62246z9qA,8066,Two girls in the front held up a red sign. Three girls are lifted and they each,Two girls in the front held up a red sign.,Three girls are lifted and they each,gold,hold another girl on their shoulders.,begins talking to a brown man on a baseball ring.,fall down the pole.,are in a spin class.,0
3614,lsmdc0014_Ist_das_Leben_nicht_schoen-55172,19062,Ad lib sounds of an excited crowd can be heard. He,Ad lib sounds of an excited crowd can be heard.,He,gold,"is followed by someone, and about twenty more townspeople.",slows as a car rolls swat side.,play with a man as they talk to each other.,takes out his headset and absorbs it.,0
3615,lsmdc3006_A_GOOD_DAY_TO_DIE_HARD-2830,16696,"He swerves repeatedly into the truck's side, and smoke billows from its front end. The vehicles","He swerves repeatedly into the truck's side, and smoke billows from its front end.",The vehicles,gold,separate around a civilian car.,enter the furnace divide and set right across the road in town.,"investigate the water again, making slow cuts.",make a determined look.,0
3616,anetv__WPcOFgi5vU,7109,Two men are seen standing in an enclosed room holding tennis rackets and begin hitting the ball off the wall to one another. The men,Two men are seen standing in an enclosed room holding tennis rackets and begin hitting the ball off the wall to one another.,The men,gold,continue playing with the ball and spinning around and laughing to one another.,hit the ball around the track and continue riding along the road past one another while people cheer them on.,continue walking back and fourth with the ball and hitting it off the wall as well as bumping into the wall.,play with one another while looking around and ends by throwing the ball up and smiling to the camera.,2
